userName;score;content;;;
BAMBANG PURWANTO;3;sudah AUTOBIT tapi masih di tolak entah dari pihak indriver atau cs nya , Face tampan dan motor bagus kansnya bisa lebih besar ? Seharusnya jika sudah AUTOBIT pihak cs tidak bisa membatalkan / tolak orderan. Semoga pihak indriver bisa lebih bagus kedepannya.;;;
Anak Betawi kere;2;Tampilan sih sdh mnibgkat,kt bsa stel target harian yg kt butuhkan,tp apapun yg dikembangkan di aplikasi,gk bgtu pengaruh,,dr s3gi auto order,,,target harian,,semua cm hiasan di aplikasi,karna cs lah yg nentuin driver,,dan ujung2nya kt yg ditolak trus,,zonx biar on dr pagi smpe malem,,,klo bsa sistem bsa baca ,cs sdh terbiasa dngan driver A,yauda autoin aj ke si A,,jd kt gk perly dpt notif order tsbt,,,percuma,biar cs depan mata ,kg bakalan auto klo cs kg pilih,,apalgi klo argo kakap,nnton doang;;;
Mia Sari;2;"aplikasi banyak kekurangan. harus masuk lelangan segala. tim IT nya kurang cerdas menghadapi hal seperti ini tidak tau harus membuat sepeti apa lagi dan tidak punya ide"" cemerlang.";;;
indis Sunni;4;Mode otomatis terima pesanan msh blm bsa menerima pesanan secara otomatis, mohon di tingkatkan agar tidak kalah dengan versi mod;;;
Nazril Baim;3;Bagus tapi sayang yang pakai aplikasi ori kalah sama aplikasi tambahan mod atau tuyul....tolong di perbaiki lagi supaya yang pakai aplikasi dapat order;;;
Af rozi;2;Kenapa setiap kali ambil orderan biarpun dekat ditawar setiap kali juga muncul order tidak aktif order kadaluarsa padahal orderan muncul terus, Bagi driver pemula seperti saya bingung jadinya;;;
Roni yoga;1;sering sekali sudah nyamperin sesuai titik ,penumpang gak respon dan gak ada kabar . tolong untuk agen indrive kalau ada driver indrive kena orderan palsu/pnp tdak muncul saldo dari driver indrive hrs nya kembali bukan kepotong layanan ,kalian brpihak ke mitra driver indrive bukan ke pnp indrive;;;
Nasrulloh Sidik;5;Saya driver, kayaknya lebih bagus lagi kalo ada fitur inFood (indriver food), dan kenapa untuk pembayaran layanan itu 11,7% gak rata sama yang 9,1%, argo sering terpotong dengan cs yang main cencel ..;;;
Marwan Rosadi;3;Baru pertama coba narik,,pas ada order masuk diterima malah gbs, notifnya order tidak aktif,,ada lebih dari 2x transaksi kyk gt,,jd blm bs narik sama sekali,,saldo ada dan settingan jg otomatis terima,,mhn bantuannya;;;
yoppi bse_;5;Aplikasinya sangat membantu harganya juga terjangkau, Semoga updatenya semakin bagus dan selalu bermanfaat untuk yg membutuhkan🙏🏻✨;;;
Fajar Alfito;4;khusus utk pengemudi alangkah baiknya diberi fitur bangunkan layar saat orderan masuk supaya tidak perlu trs2an stanby yg akan menguras batre,terimakasih;;;
Agung Gunawansa;4;Saya naikkin lagi 1 karna indriver sudah mulai normal lagi , sama update masuk lelangan ada bunyinya , jangan senyap , sama klo udh di terima CS juga ada bunyi.a , Ini gada bunyi apa2 , saya naikkin lagi bintangnya klo itu udh di update . Makasih;;;
indra hattari utama;5;Hadeeh...pusing lama² liat aplikasi indriver ini...naik versi bukan tambah bagus,malah tambah hancur. Masuk lelang langsung hilang,trus notifnya kadaluarsa begitu terus seharian.kapan bisa dpt orderannya???mau sampai kapan begini terus...yg ada drivernya strees 😔;;;
Wandi Jambol;5;Tolong kak aplikasinya jangan sering eror,karena kami para driver sering merasakan nya,jarak penjemputan dekat pun terkadang GK masuk lelang...;;;
Wiwidprianto Wiwid;4;Coba orderan di tentuin sama sistem,, biar klo ada orderan otomatis masuk,, jng di bikin customer, yang pilih siapa yang dapat, kasihan gwe pake motor supra bapak gwe,, mana ada yang mau naik motor supra😟😟😟😟😟😟😟😟;;;
bams sitompul;3;Aplikasinya sering gangguan....jadi kami para driver terganggu buat mencari nafkah.. tolong jangan sering gangguan,kasihan kami para driver..terima kasih..;;;
sumantri ratna;5;aplikasi yg baik. untuk penumpang ok,untuk driver juga ok. tetapi masih ada kendala untuk penumpang yg suka kerjai driver setelah sepakat harga,penumpang dijemput,setelah sampai tujuan penumpang cancel sembarangan mohon diperbaiki,kalau bisa penumpang yg cancel setelah kata sepakat diberi denda untuk biaya penjemputan jadi driver tdk merasa dirugikan masih banyak oknum yg iseng cuma prank driver mohon perhatiannya supaya indrive kedepan menjadi lebih ok;;;
Carlos Simanjuntak;3;Tolong dong navigasi nya ada pilihan untuk A dan B, karna jika di klik navigasi, otomatis langsung ke lokasi B di maps nya;;;
Ws Sablon;2;Tolong lah fitur Auto nya dikondisikan. Masak 4 jam ga ada lelangan padahal jarak dekat banyak sekali;;;
Azzam Maulana;1;makin ngaco aja dah!!! ada orderan jarak 20mtr malah gak dapat notif lelang nya, eeh ada orderan 5km malah ada notif lelang nya. parah lu!!! betulin dah apk nya. sama maps nya jangan main tarik lurus aja dong. di apk 2menit pas buka google maps 6menit...kagak sinkron bangat dah.;;;
Elman T.;4;Kami para pengemudi sangat kesal dengan aksi orderan palsu (pelor), kedepan semoga dibuat monitoring untuk mendeteksi orderan palsu ini, sehingga jika kedapatan maka diblokir secara otomatis, lalu untuk order indriver Mohon dihapus teknik memilih pengemudi agar di samakan dengan aplikasi yang lain ya, karna yang sudah seharusnya rezeki kami jadi terkendala dengan teman pengemudi lain yang sudah terpilih....Mohon maaf atas saran saya 🙏🙏;;;
Nadine Dwiaulya;4;Saya Driver, dan Saya percaya manajemen indrive akan menjadikan aplikasi semakin baik..!! Tapi trnyata malah bikin pusing, perjuangan dulu untuk menjadi akun prioritas, ga ada gunanya sekarang,,..!! Jujur saya kecewa, perjuangan seperti tidak d hargai..!;;;
rudi sebastian;2;Titik jemput yang masuk akal lah buat driver indriver masak titik jemput sama titik anter rata2 kebalik gk sesui PERBAIKI kakau mau bersaing dgn aplikasi lain buat batas Maksimal titik jemput maksimal 5 Km lah;;;
linda manda;1;Ada banyak banget bug , dan itu gak di fix sama developer nya . Bug nya juga merugikan driver.;;;
Junior Abed;5;Tolong dong nama cs yg mereview dilihatkan sama spt diawal. Karna driver bisa tau siapa yg review dan jika ada kesalahan bisa diperbaiki karna tiap cs kan berbeda2 sifatnya. Tks;;;
Mardhiah Shafirannisa;1;Team it dan cs indrive emank payah.. Klo mau MT aplikasi atau mau minta verifikasi akun driver tuh lihat² waktu donk.. Jangan waktu² rame order..Lagi enak² onbit malem (Ngaling)..eh Maintenance..Lagi enak² onbit pagi jam kerja..eh minta verifikasi..Iya klo langsung di tangapi.. Sampai 2hari gak ada pemberitahuan.. Chat ke dukungan,. nyambungnya se abad.. Kita driver mau cari makan.. bukan tiap hari mau nge cekin HP... Sediain nomor telepon cs, kaya aplikasi ojol lain.. Payah emang indrive..;;;
Ricky Lazuardi;3;Kenapa layanan pengemudi motor, berubah otomatis ke pengemudi mobil, padahal saya tidak merubah data,, dan harus daftar ulang,, dan menunggu verifikasi lagi selama 1x24 jam, tolong perbaiki lagi layanan aplikasinya, terima kasih;;;
princces green;1;Aplikasi akun ojol masih sngt buruk kinerja krj para IT terpusat rusia di mainkan operator system IT yg di R.I server&maps msh lemot krn bnyk permainan kotor managemen indriver oknum IT dgn buat aspal apk indri MOD bnyk di you tube&telegram serta FB, perbaiki system masa aplikasi maps dgnmaps google jauh beda kilo mter merugikan tenaga&kendaraan driver,krn MOD jarak driver terdekat jd dibuat jauh list driver taro dibwh,jgn hny indriver negor drver lama jemput pdhl jarak jmput penumpang jauh2;;;
OUZI LX RASCHILLA;1;Dibatalkan atau membatalkan penumpang masih bisa memberikan rating jelek kepada driver itu sangatlah tidak ramah, karena jika dapat order fiktif dari sesama driver, maka driver yang membuat order fiktif akan sengaja iseng memberikan bintang jelek kepada kita yang terkena order fiktif Sistem baru ini sangatlah memiliki dampak negatif;;;
Rama Dewangga;5;Tolong tetapkan batas harga minimal, dan pilihan 6 kursi harganya jangan kosong krn penumpang jadi seenaknya menawarkan harga diluar kewajaran;;;
Muhammad Jailani;5;Buat pemula sebenernya sangat bagus dibanding aplikator yg Laen, yg belum prioritas masih bisa kebagian walau minim dapetnya, w cuman minta 1 min, tolong Adain fitur tujuan. Biar bisa dapet yg searah atau mendekati seperti aplikator yg lainnya, salam sukses;;;
Yun Ay;5;Indriver gak aktif kurang dari 1 tahin tapi pas mau dipakai malah saldonya hilang, mana ada 150 ribuan🥹 akunnya masih sama tapi saldo kenapa hilang tiba tiba aku buka dah 0 aja. Masalahnya dah selesai allhamdulilah akhirnya aku kasih bintang 5 the best indriver memudahkan segala transportasi dan murah meriah😍😍;;;
jon 27;5;sudah lumayan bagus , cuman jangan sering maintenance pas jam sibuk, customer banyak ngeluh dan kecewa gk dapet driver, untuk maps juga dibikin mode hybrid biar lebih mudah dan sinkron ke google maps.;;;
Muhammad Fazrul;5;Sangat perduli dan selalu memberikan penumpang, namun maps nya terkadang tidak sesuai. Untuk saat ini otomatis saya tidak mendapatkan orderan terdekat.;;;
diah aini;2;Aplikasi ini menyediakan pembayaran OVO , TAPI banyak driver yg bilang gak punya OVO, saya pakai indrive untuk keperluan anak pulang sekolah dan Anaknya gak bawa uang lebih. Terus gimana kalau gak bisa Pakai OVO. SELALU CUST YG DI SURUH CANCEL. Dan kalo di cancel 2x customer sudah kena peringatan. HARUSNYA SEMUA DRIVER DI WAJIBKAN PAKAI OVO DONG.;;;
Fajar Aulia;1;Orderan palsu boss tolong pulangkan saldo aku 31 ribu id nopal driver Medan. Yang dari Kualanamu tujuan Belawan tidak ada saya antar saldo sampai minus 14 RB Woy sampai sekarang gak belek2 saldo dan orderan gak dikasih2 ini parah aplikasi udahan ini;;;
Totok Priyo wahyu H;5;Kenapa driver yang di cancel sama penumpang,tapi kita driver yang dipotong saldonya .pernah saya baru top up ..tapi saldo saya habis gara2 dicancel Mulu sama penumpang,karena penjemputan yg lumayan jauh dan tak masuk akal. Akibatnya tak dapat penumpang ..saldo habis pula. . Jelas lah tak bisa onbid.dan tak dpt duit.;;;
Reza Gue;1;11 tahun jalan... Tapi aplikasi masih jauh dari harapan para Mitra (driver), aplikasi semakin diupdate semakin gak jelas.... driver gak perlu tampilan, yang diperlukan aplikasi yang baik dan bisa saling mnguntungkan, TIM IT indriver lulusan apa?, 1. gak bisa mengatasi yang menggunakan MOD/BOT, 2. Gak Bisa baca jarak tempuh real hanya bisa tarik garis lurus, 3. Status Prioritas makin sulit dapat orderan, 4. CS terdekat hanya masuk notif, 5. Maps kadang ngaco tidak sesuai,. Aplikasi 🐷;;;"
Rilia Fara,5,2024-09-05 04:36:22,Bagus dan Sangat Membantu saya dalam Perekonomian, Khususnya Hidup diperantauan, Saran : Kalau bisa adminya perhatikan Titik Penjemputan dan Pengantaran, Kadang saya selalu dapat penumpang dengan lokasi yang jauh, pentaranpun jauh tapi bayarannya tidak sesuai...dan untuk orderam radius dibawah 500 selalu tidak masuk room...mohon lebih jeli, karna banyak penumpang yang sengaja membatalin orderan, dan banyak pengemudi yang menggunakan Mood.. Kedepan semoga lebaik baik, Terima Kasih."""
khasyifurrahman salam;1;Aplikasi sampah. Ada fitur auto bid tapi gk berfungsi. Buat apa ada fitur auto bid kelen kalau masih main manual nyari orderannya;;;
Mahmud Efendi;1;Aplikasi sering di utak atik di pasang mod dan sejenis nya pihak aplikator diam saja sangat aneh. Ribuan pengguna didiam kan saja sangat aneh;;;
Mochamad Farhan;1;Tim IT nya banyak tingkah . Sistem sering malfungsi. Autobid gk jalan . Jarak dekat gk masuk lelangan . Masih banyak malfungsi yg lain . TOLONG TIM IT NYA GANTI AJA .;;;
Lucky Zega;1;"Hapus fitur autobid dari server. Fitur tersebut sudah tidak layak pakai di karenakan fitur tersebut sering terjadi eror di lapangan dan membatasi orderan setiap driver yang berstatus ""Prioritas"". Dan membuat fitur en route (order searah) yang bekerja 100% sesuai tujuan yang driver inginkan.";;;
IRFAN ROMEO MV;4;kenapa setiap prioritas sudah naik ke tinggi susah mendapatkan castemer .tolong perbaiki.. dari pagi sampai sore sepi tidak ada pemberitahuan ,terus bebenah agar dinikmati. harga sudah di kasih murah ,tapi program masih belum bagus..perbaiki terus;;;
Sulaeman Zarkasih;5;1.waktu penjemputan terlalu cepat,sama lampu merah dan kena macet juga kadang lebih dari 5 menit. 2.terlalu banyak driver yang menggunakan mod. edit:kalau sudah normal saya rate 5;;;
Rudi Mas;1;Makin lama makin gak masuk di akal harganya, semakin jauh jaraknya harganya semakin murah, masak penumpang bisa ngetik harga, harganya yg konsisten dong kalo 1 km 4000 tinggal kalikan saja kalo 10 kilo ya 40 ribu, ini malah di kasi harga 30, 10 ribunya kemana, mobil ini bisa jalan karena di belikan bensin;;;
Ansar T;1;Sistem INDRIVER saat liat ni sangat memprihatinkan, terkadang sistem autobid APK TDK berfungsi ini akan menyebabkan adanya tingkat kecelakaan bagi pengemudi saat berkendara disebabkan ketidak fokusnya orderan genjrengan sistem cocol MOHON DARI PIHAK DEVELOPER MEMPERHATIKAN HAL INI,,,,,, Setidaknya ada bentuk upaya kenyamanan dalam berkendara....;;;
Muhammad Alif Ana Zulfikar;5;kalau bisa pakai sistem seperti apk jasa transportasi yang lain jadi tolong buat saja sistem penawaran, langsung connect sama driver terdekat jadi driver baru tidak kalahdengan driver yang lama. dan ongkos di sesuaikan dengan jarak tempuh perjalanan dan di tambah lagi banyak driver yang sedang berjalan sambil menawarkan ongkos sehingga dapat membahayakan driver tsb. semoga ulasan saya ini dapat membantu kedepannya untuk kelancaran indriver;;;
Antone Muhammad;5;pilihan terdekat udh ada lg , sebelum nya setelah di perbarui pilihan terdekat ilang cuma ada pilihan di rekomendasikan.. normal lg seperti biasa.;;;
Amrullah 2009;1;Akun Anda telah diblokir selama 7 hari. Mohon untuk tidak menggunakan aplikasi pihak ketiga, bot, mod, atau pengubah lainnya dari aplikasi inDrive asli.Akun Anda diblokir hingga Sel, 10 September, 13:02Itu katanya itu itu tak kirim tuh biar tahu buktinya tuh gimana caranya.;;;
Dqd Fashion;3;App suka eror sendiri,dr pagi bid otomoatis kadng masuk kadang ga,masak saya nunggu depan sekolahan 1 pun ga ada yg muncul bid otomatis nya,di list pun yg muncul jauh2 semua di atas 4km;;;
Cristofel Manutty;1;"Hampir setiap hari error terus aplikasi macam apa ini, rating perjalanan bintang 5 tiba "" Turun jadi 4.7 anehnya. Terus sudah update ke versi terbaru 5.93 , lalu di cek lagi jadi 5.91 ngk jelas amat";;;
andy aszhary;1;aplikasi gendeng sangat merugikan driver.perjalanan map antarkota tidak muncul kayak aplikasi sebelah setelah menerima olderan.dan di antarkota tidak bisa menghubungi penumpang bahwa driver sudah sampai tpi penumpang tidak ada dan tidak bisa dihubungi;;;
Toyotamedan 2023;1;Akun keluar sendiri dan minta verifikasi ulang Tapu setelah verifikasi selalu gagal Sampai akhirnya hapus akun Setelah daftar ulang prosesnya verifikasi lebih lama Setelah di chat bagian pengaduan,malah di tutup pembicaraannya. Pelayanan kurang baik terhadap mitra;;;
Tarigan Gali;1;Perbaiki dulu sistem autobid nya udah seminggu eror terus apa apaan kek gini udah potongan gede aplikasi eror tolong lah indriver kerja sama nya seharian cmn dpt 1 kadang 4 trip gak lucu gini terus;;;
Meriati laia;1;Aku dari awal suka banget aplikasi indriver sebagai pengemudi setelah lama kelamaan tidak suka karna sekarang penumpang kqlqu membatalkan orderan bisa ngasih bintang kan GK adil makin GK guna aplikasi terimakasih moga di perbaiki seperti semula non krikital..;;;
Rocky Roben;5;Ada masalah di versi 5.91, Jumlah ulasan lebih banyak dari jumlah total perjalanan. Tapi saya suka 👍🏼 sistem yang sekarang. Bisa mode tawar otomatis, dan bisa juga mode click manual. Di mana driver kembali diberi kebebasan untuk memilih penumpang dan rute yang terbaik menurut driver. Pertahankan saja sistem yang sekarang. Dan semoga kedepannya aplikasi ini bisa lebih ringan dan tanpa bug lagi. Terima kasih untuk para tim ahli 🙏🏼👍🏼;;;
bandit aspal;1;Pada dasar nya aplikasi ini sudah membantu.. Untuk kalangan kecil yang sangat membutuhkan. Salah satu lapangan kerja.. Tetapi banyak hal yng tidak akurat.. 1. Sering terjadi kesalahan penjemputan atau yang du katakan titik penjemputan 2 titik pengantaran 3 banyak nya akun yng tidak bertanggung jawab. Salah satu nya.. Sewa yng melakukn orderan untuk driver terkadang sangat banyak yng menjadi boomerang.. Artian nya cs sering melakukan pembatalan order tampa konfirmasi kepda driver.;;;
andri yan;1;Terus ajh update ga selesai selesai bukan nya + bagus malah kacau olderan ga stabil tiap hari nya , update ituh harus nya ada perbaikan bukan yg udh baik malah jadi ancur berantakan...;;;
Bayu Subuhandi;1;Kok makin buruk ya aplikasi ny??autobid gk aktif lg ya? auto refresh orderan di loby iya..tp susah dpt orderan klw di cocol.. error nii indrive.. perbaiki donk..jgn kasi peluang tuk oknum yg cari untung dgn membuat mod atau aplikasi yg mengalahkan indrive ORI..;;;
